,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
2201,AT1,AT1,Fn1,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2202,AT1,AT1,Vwf,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2203,AT1,AT1,Csf2,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2204,AT1,AT1,Vegfa,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2205,AT1,AT1,Vegfc,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2206,AT1,AT1,F13a1,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2207,AT1,AT1,Tgm2,Itga9,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2208,AT1,AT1,Adam12,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2209,AT1,AT1,Lama1,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2210,AT1,AT1,Cxcl10,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2211,AT1,AT1,Fgf2,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2213,AT1,AT1,Ptn,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2140,AT1,AT1,Col26a1,Itga1_Itgb1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2139,AT1,AT1,Col26a1,Itga2_Itgb1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2193,AT1,AT1,Fgb,Itgb1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2217,AT1,AT1,Angptl4,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2220,AT1,AT1,Tnfsf12,Tnfrsf8,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2221,AT1,AT1,Tnfsf8,Tnfrsf8,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2222,AT1,AT1,Tnfsf12,Cd163,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2223,AT1,AT1,Hp,Cd163,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2224,AT1,AT1,Tnfsf12,Tnfrsf25,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2225,AT1,AT1,Tnfsf15,Tnfrsf25,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2226,AT1,AT1,Tnfsf12,Tnfrsf12a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2227,AT1,AT1,Tnfsf14,Ltbr,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2228,AT1,AT1,Lta_Ltb,Ltbr,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2229,AT1,AT1,Tnfsf14,Tnfrsf14,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2230,AT1,AT1,Tnfsf13,Tnfrsf14,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2231,AT1,AT1,Btla,Tnfrsf14,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2232,AT1,AT1,Lta,Tnfrsf14,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2233,AT1,AT1,Mif,Tnfrsf14,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2234,AT1,AT1,Adam23,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2235,AT1,AT1,Thy1,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2236,AT1,AT1,Fcer2a,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2141,AT1,AT1,Col26a1,Itga11_Itgb1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2214,AT1,AT1,Mdk,Sdc4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2191,AT1,AT1,Fga,Itgb1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2240,AT1,AT1,Cd40lg,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2366,AT1,AT1,Ptn,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2367,AT1,AT1,Mdk,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2243,AT1,AT1,Icam4,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2244,AT1,AT1,Fn1,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2245,AT1,AT1,Fn1,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2246,AT1,AT1,Vtn,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2247,AT1,AT1,Vtn,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2248,AT1,AT1,Vwf,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2249,AT1,AT1,Vwf,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2250,AT1,AT1,Col1a2,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2251,AT1,AT1,Col4a2,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2252,AT1,AT1,Ibsp,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2253,AT1,AT1,Tnxb,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2254,AT1,AT1,Tnxb,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2255,AT1,AT1,Tnc,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2256,AT1,AT1,Tnc,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2257,AT1,AT1,Thbs2,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2258,AT1,AT1,Thbs4,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2259,AT1,AT1,Thbs3,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2260,AT1,AT1,Comp,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2261,AT1,AT1,Col4a4,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2263,AT1,AT1,Dmp1,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2338,AT1,AT1,Tnf,Icos,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2242,AT1,AT1,Adam15,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2288,AT1,AT1,Fbn1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2241,AT1,AT1,L1cam,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2264,AT1,AT1,Tnr,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2268,AT1,AT1,Edil3,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2269,AT1,AT1,Tgfb1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2270,AT1,AT1,Igf2,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2271,AT1,AT1,Igf1,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2272,AT1,AT1,Fgf1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2273,AT1,AT1,Fgf2,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2274,AT1,AT1,Spp1,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2275,AT1,AT1,Nid1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2276,AT1,AT1,Vegfa,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2277,AT1,AT1,Ptn,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2278,AT1,AT1,Cxcl12,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2279,AT1,AT1,Cx3cl1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2280,AT1,AT1,Fbln2,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2281,AT1,AT1,Mfge8,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2282,AT1,AT1,Postn,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2283,AT1,AT1,Angptl4,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2284,AT1,AT1,Angptl3,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2285,AT1,AT1,Col18a1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2286,AT1,AT1,Fga,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2265,AT1,AT1,Tnr,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2287,AT1,AT1,Fgb,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2262,AT1,AT1,Col4a3,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2267,AT1,AT1,Tnn,Itga2b_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2290,AT1,AT1,Tgm2,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2317,AT1,AT1,L1cam,Itga4_Itgb7,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2293,AT1,AT1,Itgb3bp,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2294,AT1,AT1,Adam23,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2295,AT1,AT1,Adam17,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2296,AT1,AT1,Adam15,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2297,AT1,AT1,Col1a1,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2298,AT1,AT1,Vtn,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2299,AT1,AT1,Tnc,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2300,AT1,AT1,Comp,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2301,AT1,AT1,Cxcl12,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2302,AT1,AT1,Angpt1,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2303,AT1,AT1,Spon2,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2438,AT1,AT1,Pdyn,Adra2a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2305,AT1,AT1,Plau,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2306,AT1,AT1,Col18a1,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2307,AT1,AT1,Fga,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2308,AT1,AT1,Fgb,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2309,AT1,AT1,Fbn1,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2310,AT1,AT1,Fgg,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2311,AT1,AT1,Mia,Itga5,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2313,AT1,AT1,Adam11,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2437,AT1,AT1,Penk,Adra2a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2292,AT1,AT1,Tln1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2316,AT1,AT1,Vcam1,Itga4_Itgb7,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2291,AT1,AT1,Hsp90aa1,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2314,AT1,AT1,Thbs1,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2318,AT1,AT1,Icam4,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2319,AT1,AT1,Adam7,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2320,AT1,AT1,Adam28,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2321,AT1,AT1,Fn1,Itga4_Itgb7,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2322,AT1,AT1,Vwf,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2323,AT1,AT1,Thbs2,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2324,AT1,AT1,Vcan,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2325,AT1,AT1,Cxcl12,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2326,AT1,AT1,Spon2,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2327,AT1,AT1,F13a1,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2328,AT1,AT1,Tgm2,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2329,AT1,AT1,Mia,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2330,AT1,AT1,Icosl,Cd28,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2331,AT1,AT1,Cd80,Cd28,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2332,AT1,AT1,Cd86,Cd28,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2333,AT1,AT1,Il12a,Cd28,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2334,AT1,AT1,Icosl,Ctla4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2335,AT1,AT1,Cd80,Ctla4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2336,AT1,AT1,Cd86,Ctla4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2315,AT1,AT1,Cd14,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2289,AT1,AT1,Fgg,Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2312,AT1,AT1,Adam23,Itga4,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2038,AT1,AT1,Col4a3,Itga1_Itgb1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2266,AT1,AT1,Tnn,Itgav_Itgb3,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2339,AT1,AT1,Lamb1,Itga1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2343,AT1,AT1,Sorbs1,Itga1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2344,AT1,AT1,Sema7a,Plxnc1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2345,AT1,AT1,Tnfsf13,Tnfrsf13b,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2346,AT1,AT1,Tnfsf13b,Tnfrsf13b,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2347,AT1,AT1,Cd70,Tnfrsf13b,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2348,AT1,AT1,Tnfsf13,Tnfrsf1a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2349,AT1,AT1,Tnf,Tnfrsf1a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2350,AT1,AT1,Fasl,Tnfrsf1a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2351,AT1,AT1,Lta,Tnfrsf1a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2352,AT1,AT1,Ltb,Tnfrsf1a,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2354,AT1,AT1,Tnfsf13,Fas,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2355,AT1,AT1,Tnf,Fas,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2356,AT1,AT1,Fasl,Fas,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2357,AT1,AT1,Fadd,Fas,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2358,AT1,AT1,Tnfsf13,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2359,AT1,AT1,Lama1,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2360,AT1,AT1,Lama3,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2361,AT1,AT1,Tgfb1,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2363,AT1,AT1,Csf2,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2340,AT1,AT1,Lamc1,Itga1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2342,AT1,AT1,Lama1,Itga1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2388,AT1,AT1,Tnf,Ffar2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2341,AT1,AT1,Lama2,Itga1,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2364,AT1,AT1,Fgf2,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2368,AT1,AT1,Angptl4,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
2369,AT1,AT1,Kng1,Sdc2,0.050986327,1.0,0.0025902344,-0.46751466,-1.1868082,0.0017930135,0.7836838,0.0,1.0,1.0,1.0
