,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
1649,AT1,AT1,Col9a3,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1650,AT1,AT1,Col9a3,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1643,AT1,AT1,Col4a6,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1651,AT1,AT1,Lama4,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1653,AT1,AT1,Lama4,Itga3_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1654,AT1,AT1,Lama4,Itga7_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1655,AT1,AT1,Lama4,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1656,AT1,AT1,Lama3,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1657,AT1,AT1,Lama3,Itga6_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1658,AT1,AT1,Lama3,Itga3_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1659,AT1,AT1,Lama3,Itga7_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1652,AT1,AT1,Lama4,Itga6_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1642,AT1,AT1,Col4a6,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1661,AT1,AT1,Tnr,Itga8_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1662,AT1,AT1,Tnr,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1663,AT1,AT1,Tnn,Itga8_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1685,AT1,AT1,Vegfa,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1665,AT1,AT1,Lamc3,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1666,AT1,AT1,Lamc3,Itga6_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1667,AT1,AT1,Lamc3,Itga3_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1668,AT1,AT1,Lamc3,Itga7_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1669,AT1,AT1,Lamc3,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1670,AT1,AT1,Angpt2,Itga5_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1671,AT1,AT1,Tgfb1,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1672,AT1,AT1,Csf2,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1673,AT1,AT1,Spp1,Itgav_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1674,AT1,AT1,Spp1,Itga5_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1675,AT1,AT1,Spp1,Itga4_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1676,AT1,AT1,Spp1,Itga8_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1677,AT1,AT1,Spp1,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1678,AT1,AT1,Vcan,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1679,AT1,AT1,Col11a2,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1680,AT1,AT1,Col11a2,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1682,AT1,AT1,Col11a2,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1664,AT1,AT1,Tnn,Itga9_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1644,AT1,AT1,Col4a6,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1681,AT1,AT1,Col11a2,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1703,AT1,AT1,Col16a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1686,AT1,AT1,Mdk,Itga4_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1687,AT1,AT1,Mdk,Itga6_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1688,AT1,AT1,Fbln1,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1689,AT1,AT1,Col8a2,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1690,AT1,AT1,Col8a2,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1691,AT1,AT1,Col8a2,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1692,AT1,AT1,Col8a2,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1693,AT1,AT1,Col15a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1694,AT1,AT1,Col15a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1695,AT1,AT1,Col15a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1696,AT1,AT1,Col15a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1698,AT1,AT1,Vegfc,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1699,AT1,AT1,Lum,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1700,AT1,AT1,Col16a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1701,AT1,AT1,Col16a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1684,AT1,AT1,Nid1,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1683,AT1,AT1,Hgf,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1786,AT1,AT1,Adam12,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1702,AT1,AT1,Col16a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1785,AT1,AT1,Tgm2,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1708,AT1,AT1,Col24a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1709,AT1,AT1,Col24a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1710,AT1,AT1,Col28a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1711,AT1,AT1,Col28a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1712,AT1,AT1,Col28a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1713,AT1,AT1,Col28a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1714,AT1,AT1,Col27a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1707,AT1,AT1,Col24a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1715,AT1,AT1,Col27a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1717,AT1,AT1,Col27a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1718,AT1,AT1,Col26a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1719,AT1,AT1,Col26a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1720,AT1,AT1,Col26a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1721,AT1,AT1,Col26a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1722,AT1,AT1,Col12a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1743,AT1,AT1,Col5a3,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1716,AT1,AT1,Col27a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1706,AT1,AT1,Col24a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1723,AT1,AT1,Col12a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1724,AT1,AT1,Col12a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1728,AT1,AT1,Col20a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1729,AT1,AT1,Col20a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1730,AT1,AT1,Col20a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1731,AT1,AT1,Col20a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1732,AT1,AT1,Angptl2,Itga5_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1733,AT1,AT1,Clec11a,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1726,AT1,AT1,Spon2,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1734,AT1,AT1,Plau,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1736,AT1,AT1,Col8a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1737,AT1,AT1,Col8a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1738,AT1,AT1,Col8a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1739,AT1,AT1,Col7a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1740,AT1,AT1,Col7a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1741,AT1,AT1,Col7a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1742,AT1,AT1,Col7a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1735,AT1,AT1,Col8a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1725,AT1,AT1,Col12a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1744,AT1,AT1,Col5a3,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1745,AT1,AT1,Col5a3,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1746,AT1,AT1,Col5a3,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1768,AT1,AT1,Col11a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1748,AT1,AT1,Col5a2,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1749,AT1,AT1,Col5a2,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1750,AT1,AT1,Col5a2,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1751,AT1,AT1,Col5a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1752,AT1,AT1,Col5a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1753,AT1,AT1,Col5a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1754,AT1,AT1,Col5a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1756,AT1,AT1,Col3a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1757,AT1,AT1,Col3a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1758,AT1,AT1,Col3a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1759,AT1,AT1,Col18a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1760,AT1,AT1,Col18a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1761,AT1,AT1,Col18a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1762,AT1,AT1,Col18a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1765,AT1,AT1,Col14a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1704,AT1,AT1,Lgals3bp,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1764,AT1,AT1,Col14a1,Itga2_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1705,AT1,AT1,Angpt1,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1769,AT1,AT1,Col11a1,Itga10_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1770,AT1,AT1,Col11a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1771,AT1,AT1,Fga,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1773,AT1,AT1,Fgg,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1775,AT1,AT1,Nampt,Itga5_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1776,AT1,AT1,Mia,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1777,AT1,AT1,Adam12,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1778,AT1,AT1,Adam15,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1779,AT1,AT1,Fn1,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1780,AT1,AT1,Vwf,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1781,AT1,AT1,Csf2,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1782,AT1,AT1,Vegfa,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1783,AT1,AT1,Vegfc,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1784,AT1,AT1,F13a1,Itga9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1767,AT1,AT1,Col11a1,Itga1_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1766,AT1,AT1,Col14a1,Itga11_Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1787,AT1,AT1,Thbs1,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1788,AT1,AT1,Tnc,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1894,AT1,AT1,Cxcl12,Itga4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1792,AT1,AT1,Mdk,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1794,AT1,AT1,Rspo3,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1795,AT1,AT1,Angptl4,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1796,AT1,AT1,Tfpi,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1798,AT1,AT1,Tnfsf12,Cd163,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1791,AT1,AT1,Ptn,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1801,AT1,AT1,Tnfsf15,Tnfrsf25,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1802,AT1,AT1,Tnfsf12,Tnfrsf12a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1803,AT1,AT1,Tnfsf14,Ltbr,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1804,AT1,AT1,Lta_Ltb,Ltbr,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1805,AT1,AT1,Tnfsf14,Tnfrsf14,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1807,AT1,AT1,Btla,Tnfrsf14,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1622,AT1,AT1,Hspg2,Itgb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1800,AT1,AT1,Tnfsf12,Tnfrsf25,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1789,AT1,AT1,Cxcl10,Sdc4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1806,AT1,AT1,Tnfsf13,Tnfrsf14,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1813,AT1,AT1,Thbs1,Itgav_Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1814,AT1,AT1,Thbs1,Itga2b_Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1815,AT1,AT1,Tgfb3,Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1816,AT1,AT1,Cd40lg,Itga2b_Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1817,AT1,AT1,L1cam,Itgav_Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1818,AT1,AT1,Adam15,Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1819,AT1,AT1,Icam4,Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1820,AT1,AT1,Fn1,Itgav_Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
1821,AT1,AT1,Fn1,Itga2b_Itgb3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
