,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
2500,AT1,AT1,Wnt6,Fzd1_Lrp5,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2501,AT1,AT1,Thbs1,Cd36,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2504,AT1,AT1,Thbs4,Cd36,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2505,AT1,AT1,Comp,Cd36,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2508,AT1,AT1,Pcsk9,Cd36,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2509,AT1,AT1,Thbs1,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2510,AT1,AT1,Col6a5,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2511,AT1,AT1,Lama5,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2498,AT1,AT1,Wnt6,Fzd4_Lrp5,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2478,AT1,AT1,Wnt5b,Fzd8_Lrp5,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2496,AT1,AT1,Wnt6,Fzd8_Lrp5,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2520,AT1,AT1,Tnxb,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2521,AT1,AT1,Tnc,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2522,AT1,AT1,Col4a5,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2523,AT1,AT1,Thbs4,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2524,AT1,AT1,Comp,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2526,AT1,AT1,Hspg2,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2527,AT1,AT1,Col4a3,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2528,AT1,AT1,Col4a6,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2529,AT1,AT1,Col9a3,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2530,AT1,AT1,Tnr,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2532,AT1,AT1,Agrp,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2533,AT1,AT1,Slit1,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2534,AT1,AT1,Slit2,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2477,AT1,AT1,Wnt5b,Fzd2_Lrp5,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2536,AT1,AT1,Hgf,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2537,AT1,AT1,Ptn,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2542,AT1,AT1,Thbs1,Itga6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2543,AT1,AT1,Adam9,Itga6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2544,AT1,AT1,Lama5,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2545,AT1,AT1,Fn1,Itga6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2546,AT1,AT1,Lamb1,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2547,AT1,AT1,Lamc1,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2548,AT1,AT1,Col6a1,Itga6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2549,AT1,AT1,Lama2,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2550,AT1,AT1,Lamb2,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2551,AT1,AT1,Lamb3,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2552,AT1,AT1,Lamc2,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2553,AT1,AT1,Lama4,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2554,AT1,AT1,Lama3,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2555,AT1,AT1,Lamc3,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2556,AT1,AT1,Igf2,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2577,AT1,AT1,Dcn,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2578,AT1,AT1,Sftpd,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2579,AT1,AT1,Retn,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2540,AT1,AT1,Mmp7,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2558,AT1,AT1,Thbs1,Cd47,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2562,AT1,AT1,Thbs4,Cd47,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2563,AT1,AT1,Comp,Cd47,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2564,AT1,AT1,Col4a3,Cd47,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2565,AT1,AT1,Col4a6,Cd47,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2566,AT1,AT1,Thbs1,Ptprj,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2567,AT1,AT1,Sdc2,Ptprj,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2560,AT1,AT1,Vtn,Cd47,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2568,AT1,AT1,Thbs1,Scarb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2570,AT1,AT1,Ptdss1,Scarb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2571,AT1,AT1,Cd14,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2572,AT1,AT1,Hp,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2573,AT1,AT1,Cxcl10,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2574,AT1,AT1,Apob,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2575,AT1,AT1,S100a8,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2576,AT1,AT1,S100a9,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2569,AT1,AT1,Apoe,Scarb1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2557,AT1,AT1,Igf1,Itga6_Itgb4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2287,AT1,AT1,App,Ptger2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2580,AT1,AT1,Angptl2,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2603,AT1,AT1,Cd48,Cd2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2583,AT1,AT1,Fgg,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2584,AT1,AT1,Irak4,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2585,AT1,AT1,S100a1,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2586,AT1,AT1,Hsp90b1,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2587,AT1,AT1,Hspa4,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2588,AT1,AT1,Hspa1a,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2589,AT1,AT1,Cd14,Tlr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2590,AT1,AT1,Vcan,Tlr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2591,AT1,AT1,Bgn,Tlr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2592,AT1,AT1,Hsp90b1,Tlr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2593,AT1,AT1,Cd14,Tlr9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2594,AT1,AT1,Hras,Tlr9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2595,AT1,AT1,Mmp9,Tlr9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2596,AT1,AT1,Hsp90b1,Tlr9,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2597,AT1,AT1,Cd14,Tlr6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2599,AT1,AT1,Irak4,Tlr6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2538,AT1,AT1,Mdk,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2582,AT1,AT1,Bgn,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2602,AT1,AT1,Lta,Ripk1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2581,AT1,AT1,Fga,Tlr4,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2600,AT1,AT1,Cd14,Ripk1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2604,AT1,AT1,Cd59b,Cd2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2605,AT1,AT1,Cd48,Cd244,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2609,AT1,AT1,Vegfa,Sirpa,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2611,AT1,AT1,Csf1,Celsr3,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2612,AT1,AT1,Csf1_Il34,Csf1r,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2613,AT1,AT1,Csf2,Csf1r,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2614,AT1,AT1,Csf3,Csf1r,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2616,AT1,AT1,Csf2,Csf2ra_Csf2rb,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2617,AT1,AT1,Il5,Csf2ra,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2618,AT1,AT1,Csf3,Csf2ra,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2601,AT1,AT1,Tnfsf10,Ripk1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2539,AT1,AT1,Angptl4,Sdc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2598,AT1,AT1,Apob,Tlr6,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
3707,AT1,AT1,Mdk,Ncl,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2625,AT1,AT1,Gdf9,Acvr1b_Bmpr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2626,AT1,AT1,Lefty1,Acvr1b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2627,AT1,AT1,Gdf11,Acvr1b_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2628,AT1,AT1,Gdf11,Acvr1b_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2629,AT1,AT1,Tgfb1,Acvr1b_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2630,AT1,AT1,Bmp3,Acvr1b_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2631,AT1,AT1,Bmp7,Acvr1b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2624,AT1,AT1,Inhba_Inhbb,Acvr1b_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2632,AT1,AT1,Gdf1,Acvr1b_Acvr2a_Cfc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2634,AT1,AT1,Gdf1,Acvr1b_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2635,AT1,AT1,Gdf1,Acvr1b_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2636,AT1,AT1,Gdf10,Acvr1b_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2637,AT1,AT1,Gdf10,Acvr1b_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2638,AT1,AT1,Tgfb2,Acvr1b_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2639,AT1,AT1,Gdf3,Acvr1b_Acvr2a_Cfc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2660,AT1,AT1,Gdf11,Acvr2a_Tgfbr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2633,AT1,AT1,Gdf1,Acvr1b_Acvr2b_Cfc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2623,AT1,AT1,Inhba_Inhbb,Acvr1b_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2640,AT1,AT1,Gdf3,Acvr1b_Acvr2b_Cfc1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2641,AT1,AT1,Gdf3,Acvr1b_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2645,AT1,AT1,Tgfb3,Acvr1_Tgfbr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2646,AT1,AT1,Tgfb3,Acvr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2647,AT1,AT1,Tgfb3,Acvr1c_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2648,AT1,AT1,Tgfb1,Tgfbr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2649,AT1,AT1,Tgfb1,Acvr1_Tgfbr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2650,AT1,AT1,Tgfb1,Acvr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2643,AT1,AT1,Cfc1,Acvr1b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2651,AT1,AT1,Tgfb1,Acvr1c_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2653,AT1,AT1,Tgfb2,Acvr1_Tgfbr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2654,AT1,AT1,Tgfb2,Acvr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2655,AT1,AT1,Tgfb2,Acvr1c_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2656,AT1,AT1,Bmp8a,Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2657,AT1,AT1,Gdf15,Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2658,AT1,AT1,Cgn,Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2659,AT1,AT1,Gdf9,Bmpr2_Tgfbr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2652,AT1,AT1,Tgfb2,Tgfbr1_Tgfbr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2642,AT1,AT1,Gdf3,Acvr1b_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2661,AT1,AT1,Gdf11,Acvr2b_Tgfbr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2662,AT1,AT1,Bmp8a,Tgfbr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2663,AT1,AT1,Gnb3,Tgfbr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2685,AT1,AT1,Inhba_Inhbb,Acvr1c_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2665,AT1,AT1,Gdf5,Acvr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2666,AT1,AT1,Inha,Acvr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2667,AT1,AT1,Inhba_Inhbb,Acvr1_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2668,AT1,AT1,Inhba_Inhbb,Acvr1_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2669,AT1,AT1,Bmp2,Acvr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2670,AT1,AT1,Bmp7,Acvr1_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2671,AT1,AT1,Bmp7,Acvr1_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2672,AT1,AT1,Bmp7,Acvr1_Bmpr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2673,AT1,AT1,Bmp5,Acvr1_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2674,AT1,AT1,Bmp5,Acvr1_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2675,AT1,AT1,Bmp5,Acvr1_Bmpr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2676,AT1,AT1,Bmp6,Acvr1_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2677,AT1,AT1,Bmp6,Acvr1_Acvr2b,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2678,AT1,AT1,Bmp6,Acvr1_Bmpr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2679,AT1,AT1,Gdf1,Acvr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2680,AT1,AT1,Bmp8a,Acvr1_Acvr2a,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2682,AT1,AT1,Bmp8a,Acvr1_Bmpr2,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
2664,AT1,AT1,Cgn,Tgfbr1,0.055826202,1.0,0.0031165495,-0.5572121,-1.0958431,0.0014032376,0.7859906,0.0,1.0,1.0,1.0
